TOPIC,SUBTOPIC,TAXONOMY,CLASSIFICATION,GROUP,GROUP_ID,SUBGROUP,SUBGROUP_ID,NESTING_LABEL,TIME_PERIOD,ESTIMATE,ESTIMATE_LCI,ESTIMATE_UCI
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Age groups with 65 years and older,2,50-64 years,4,,2021,85.5,84.5,86.4
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Age groups with 65 years and older,2,50-64 years,4,,2022,87.2,86.2,88.1
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Age groups with 65 years and older,2,50-64 years,4,,2023,88.2,87.3,89.1
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Age groups with 65 years and older,2,50-64 years,4,,2024,88.9,88.0,89.8
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Age groups with 65 years and older,2,65 years and older,5,,2019,95.8,95.2,96.2
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Age groups with 65 years and older,2,65 years and older,5,,2020,95.0,94.4,95.5
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Age groups with 65 years and older,2,65 years and older,5,,2021,93.8,93.2,94.4
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Age groups with 65 years and older,2,65 years and older,5,,2022,95.1,94.6,95.7
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Age groups with 65 years and older,2,65 years and older,5,,2023,95.6,95.1,96.0
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Age groups with 65 years and older,2,65 years and older,5,,2024,95.9,95.4,96.3
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Age groups with 75 years and older,3,18-44 years,6,,2019,78.3,77.4,79.3
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Age groups with 75 years and older,3,18-44 years,6,,2020,76.4,75.3,77.4
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Age groups with 75 years and older,3,18-44 years,6,,2021,75.4,74.5,76.4
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Age groups with 75 years and older,3,18-44 years,6,,2022,75.8,74.8,76.8
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Age groups with 75 years and older,3,18-44 years,6,,2023,77.5,76.5,78.5
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Age groups with 75 years and older,3,18-44 years,6,,2024,78.4,77.5,79.3
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Age groups with 75 years and older,3,45-64 years,7,,2019,87.0,86.2,87.8
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Age groups with 75 years and older,3,45-64 years,7,,2020,85.4,84.4,86.3
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Age groups with 75 years and older,3,45-64 years,7,,2021,84.2,83.3,85.0
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Age groups with 75 years and older,3,45-64 years,7,,2022,86.1,85.2,86.9
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Age groups with 75 years and older,3,45-64 years,7,,2023,86.9,86.0,87.7
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Age groups with 75 years and older,3,45-64 years,7,,2024,87.2,86.4,88.0
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Age groups with 75 years and older,3,65-74 years,8,,2019,94.5,93.7,95.3
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Age groups with 75 years and older,3,65-74 years,8,,2020,93.9,93.0,94.6
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Age groups with 75 years and older,3,65-74 years,8,,2021,92.7,91.8,93.5
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Age groups with 75 years and older,3,65-74 years,8,,2022,94.2,93.4,94.9
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Age groups with 75 years and older,3,65-74 years,8,,2023,94.5,93.8,95.2
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Age groups with 75 years and older,3,65-74 years,8,,2024,94.8,94.2,95.5
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Age groups with 75 years and older,3,75 years and older,9,,2019,97.6,97.0,98.1
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Age groups with 75 years and older,3,75 years and older,9,,2020,96.6,95.9,97.2
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Age groups with 75 years and older,3,75 years and older,9,,2021,95.4,94.5,96.2
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Age groups with 75 years and older,3,75 years and older,9,,2022,96.6,95.8,97.2
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Age groups with 75 years and older,3,75 years and older,9,,2023,97.1,96.5,97.6
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Age groups with 75 years and older,3,75 years and older,9,,2024,97.2,96.6,97.7
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Disability status,4,With disability,10,,2019,94.0,92.9,95.0
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Disability status,4,With disability,10,,2020,93.8,92.4,94.9
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Disability status,4,With disability,10,,2021,92.5,91.2,93.7
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Disability status,4,With disability,10,,2022,92.2,90.8,93.5
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Disability status,4,With disability,10,,2023,93.2,91.9,94.4
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Disability status,4,With disability,10,,2024,93.5,92.3,94.5
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Disability status,4,Without disability,11,,2019,84.0,83.4,84.5
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Disability status,4,Without disability,11,,2020,82.4,81.7,83.0
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Disability status,4,Without disability,11,,2021,81.4,80.7,82.0
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Disability status,4,Without disability,11,,2022,82.5,81.9,83.1
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Disability status,4,Without disability,11,,2023,83.6,83.0,84.2
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Disability status,4,Without disability,11,,2024,84.3,83.7,84.8
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Functioning difficulties status,5,With functioning difficulties,12,,2019,89.1,88.4,89.7
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Functioning difficulties status,5,With functioning difficulties,12,,2020,87.4,86.6,88.3
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Functioning difficulties status,5,With functioning difficulties,12,,2021,86.5,85.7,87.2
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Functioning difficulties status,5,With functioning difficulties,12,,2022,86.6,85.9,87.4
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Functioning difficulties status,5,With functioning difficulties,12,,2023,87.7,87.0,88.4
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Functioning difficulties status,5,With functioning difficulties,12,,2024,88.1,87.4,88.8
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Functioning difficulties status,5,Without functioning difficulties,13,,2019,81.9,81.2,82.7
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Functioning difficulties status,5,Without functioning difficulties,13,,2020,80.5,79.7,81.3
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Functioning difficulties status,5,Without functioning difficulties,13,,2021,79.2,78.3,80.0
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Functioning difficulties status,5,Without functioning difficulties,13,,2022,80.8,80.0,81.6
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Functioning difficulties status,5,Without functioning difficulties,13,,2023,81.9,81.1,82.7
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Functioning difficulties status,5,Without functioning difficulties,13,,2024,82.6,81.9,83.4
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Marital status,6,Married,14,,2019,87.0,86.4,87.7
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Marital status,6,Married,14,,2020,85.6,84.8,86.3
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Marital status,6,Married,14,,2021,85.0,84.3,85.8
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Marital status,6,Married,14,,2022,86.9,86.2,87.6
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Marital status,6,Married,14,,2023,87.6,86.9,88.3
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Marital status,6,Married,14,,2024,88.4,87.7,89.0
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Marital status,6,Divorced or separated,15,,2019,87.1,85.8,88.3
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Marital status,6,Divorced or separated,15,,2020,85.7,84.3,87.0
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Marital status,6,Divorced or separated,15,,2021,84.0,82.5,85.3
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Marital status,6,Divorced or separated,15,,2022,85.5,84.1,86.9
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Marital status,6,Divorced or separated,15,,2023,86.8,85.4,88.1
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Marital status,6,Divorced or separated,15,,2024,86.8,85.4,88.1
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Marital status,6,Widowed,16,,2019,94.3,93.1,95.4
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Marital status,6,Widowed,16,,2020,93.9,92.7,95.0
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Marital status,6,Widowed,16,,2021,93.0,91.7,94.1
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Marital status,6,Widowed,16,,2022,92.7,91.4,93.9
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Marital status,6,Widowed,16,,2023,94.9,93.8,95.8
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Marital status,6,Widowed,16,,2024,95.0,94.0,95.8
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Marital status,6,Living with a partner,17,,2019,77.9,75.7,80.0
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Marital status,6,Living with a partner,17,,2020,75.0,72.7,77.3
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Marital status,6,Living with a partner,17,,2021,74.6,72.2,76.8
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Marital status,6,Living with a partner,17,,2022,74.1,71.8,76.3
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Marital status,6,Living with a partner,17,,2023,77.5,75.3,79.5
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Marital status,6,Living with a partner,17,,2024,78.2,76.1,80.3
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Marital status,6,Never married,18,,2019,78.9,77.5,80.3
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Marital status,6,Never married,18,,2020,77.3,75.7,78.9
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Marital status,6,Never married,18,,2021,75.8,74.4,77.2
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Marital status,6,Never married,18,,2022,76.1,74.6,77.6
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Marital status,6,Never married,18,,2023,76.7,75.2,78.1
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Marital status,6,Never married,18,,2024,77.6,76.3,78.9
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Nativity,7,U.S.-born,19,,2019,85.9,85.4,86.5
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Nativity,7,U.S.-born,19,,2020,84.0,83.3,84.6
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Nativity,7,U.S.-born,19,,2021,83.5,82.9,84.1
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Nativity,7,U.S.-born,19,,2022,84.3,83.7,85.0
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Nativity,7,U.S.-born,19,,2023,85.4,84.7,86.0
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Nativity,7,U.S.-born,19,,2024,86.4,85.8,86.9
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Nativity,7,Foreign-born,20,,2019,80.1,78.6,81.6
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Nativity,7,Foreign-born,20,,2020,80.1,78.6,81.6
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Nativity,7,Foreign-born,20,,2021,77.1,75.6,78.5
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Nativity,7,Foreign-born,20,,2022,79.5,78.0,80.9
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Nativity,7,Foreign-born,20,,2023,80.4,78.9,81.9
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Nativity,7,Foreign-born,20,,2024,80.3,78.9,81.6
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Race,8,American Indian and Alaska Native only,21,,2019,89.1,82.7,93.8
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Race,8,American Indian and Alaska Native only,21,,2020,78.3,67.9,86.6
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Race,8,American Indian and Alaska Native only,21,,2021,82.6,76.7,87.6
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Race,8,American Indian and Alaska Native only,21,,2022,73.9,66.6,80.3
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Race,8,American Indian and Alaska Native only,21,,2023,78.8,72.7,84.1
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Race,8,American Indian and Alaska Native only,21,,2024,79.5,71.8,86.0
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Race,8,Asian only,22,,2019,85.7,83.6,87.7
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Race,8,Asian only,22,,2020,80.5,78.1,82.8
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Race,8,Asian only,22,,2021,75.2,72.6,77.6
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Race,8,Asian only,22,,2022,82.0,79.8,84.1
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Race,8,Asian only,22,,2023,84.3,82.0,86.5
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Race,8,Asian only,22,,2024,84.2,82.2,86.1
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Race,8,Black only,23,,2019,86.8,85.2,88.2
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Race,8,Black only,23,,2020,86.0,84.2,87.7
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Race,8,Black only,23,,2021,86.2,84.5,87.7
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Race,8,Black only,23,,2022,84.6,82.9,86.2
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Race,8,Black only,23,,2023,86.4,84.7,87.9
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Race,8,Black only,23,,2024,85.9,84.3,87.5
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Race,8,Native Hawaiian or Other Pacific Islander only,24,,2019,77.7,64.1,88.0
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Race,8,Native Hawaiian or Other Pacific Islander only,24,,2020,76.5,61.9,87.7
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Race,8,Native Hawaiian or Other Pacific Islander only,24,,2021,75.1,62.6,85.1
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Race,8,Native Hawaiian or Other Pacific Islander only,24,,2022,67.8,54.9,79.0
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Race,8,Native Hawaiian or Other Pacific Islander only,24,,2023,75.6,62.0,86.2
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Race,8,Native Hawaiian or Other Pacific Islander only,24,,2024,73.7,61.9,83.4
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Race,8,White only,25,,2019,85.1,84.5,85.7
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Race,8,White only,25,,2020,83.9,83.2,84.6
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Race,8,White only,25,,2021,83.1,82.4,83.7
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Race,8,White only,25,,2022,84.4,83.7,85.1
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Race,8,White only,25,,2023,85.1,84.5,85.8
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Race,8,White only,25,,2024,86.2,85.5,86.7
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Race,8,American Indian and Alaska Native and White,26,,2019,80.6,72.6,87.1
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Race,8,American Indian and Alaska Native and White,26,,2020,76.2,65.7,84.7
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Race,8,American Indian and Alaska Native and White,26,,2021,80.1,71.6,87.0
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Race,8,American Indian and Alaska Native and White,26,,2022,76.3,67.5,83.7
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Race,8,American Indian and Alaska Native and White,26,,2023,83.2,75.7,89.1
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Race,8,American Indian and Alaska Native and White,26,,2024,83.1,74.9,89.4
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Race,8,Black and White,27,,2019,69.5,55.3,81.5
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Race,8,Black and White,27,,2020,83.5,73.0,91.2
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Race,8,Black and White,27,,2021,77.5,67.3,85.8
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Race,8,Black and White,27,,2022,82.3,71.5,90.3
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Race,8,Black and White,27,,2023,78.0,68.4,85.9
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Race,8,Black and White,27,,2024,77.8,68.2,85.6
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Race and Hispanic origin,9,"All races, Hispanic",28,,2019,77.2,75.5,78.8
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Race and Hispanic origin,9,"All races, Hispanic",28,,2020,78.5,76.6,80.2
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Race and Hispanic origin,9,"All races, Hispanic",28,,2021,75.2,73.6,76.8
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Race and Hispanic origin,9,"All races, Hispanic",28,,2022,76.3,74.6,77.9
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Race and Hispanic origin,9,"All races, Hispanic",28,,2023,77.7,76.1,79.2
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Race and Hispanic origin,9,"All races, Hispanic",28,,2024,77.7,76.1,79.2
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Race and Hispanic origin,9,"All races, Hispanic, Mexican",29,,2019,75.6,73.4,77.7
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Race and Hispanic origin,9,"All races, Hispanic, Mexican",29,,2020,76.3,73.7,78.7
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Race and Hispanic origin,9,"All races, Hispanic, Mexican",29,,2021,72.6,70.3,74.8
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Race and Hispanic origin,9,"All races, Hispanic, Mexican",29,,2022,75.1,72.8,77.2
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Race and Hispanic origin,9,"All races, Hispanic, Mexican",29,,2023,75.0,72.7,77.2
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Race and Hispanic origin,9,"All races, Hispanic, Mexican",29,,2024,76.2,73.9,78.3
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Race and Hispanic origin,9,"All races, non-Hispanic",30,,2019,86.4,85.8,86.9
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Race and Hispanic origin,9,"All races, non-Hispanic",30,,2020,84.3,83.7,85.0
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Race and Hispanic origin,9,"All races, non-Hispanic",30,,2021,83.8,83.2,84.4
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Race and Hispanic origin,9,"All races, non-Hispanic",30,,2022,84.9,84.3,85.5
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Race and Hispanic origin,9,"All races, non-Hispanic",30,,2023,86.0,85.4,86.6
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Race and Hispanic origin,9,"All races, non-Hispanic",30,,2024,86.8,86.3,87.3
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Race and Hispanic origin,9,"Black only, non-Hispanic",31,,2019,87.1,85.5,88.6
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Race and Hispanic origin,9,"Black only, non-Hispanic",31,,2020,85.9,84.1,87.6
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Race and Hispanic origin,9,"Black only, non-Hispanic",31,,2021,86.3,84.6,87.8
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Race and Hispanic origin,9,"Black only, non-Hispanic",31,,2022,84.8,83.0,86.4
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Race and Hispanic origin,9,"Black only, non-Hispanic",31,,2023,86.5,84.8,88.1
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Race and Hispanic origin,9,"Black only, non-Hispanic",31,,2024,86.1,84.4,87.6
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Race and Hispanic origin,9,"White only, non-Hispanic",32,,2019,86.5,85.9,87.0
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Race and Hispanic origin,9,"White only, non-Hispanic",32,,2020,84.7,84.0,85.4
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Race and Hispanic origin,9,"White only, non-Hispanic",32,,2021,84.3,83.6,84.9
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Race and Hispanic origin,9,"White only, non-Hispanic",32,,2022,85.6,84.9,86.3
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Race and Hispanic origin,9,"White only, non-Hispanic",32,,2023,86.2,85.6,86.9
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Race and Hispanic origin,9,"White only, non-Hispanic",32,,2024,87.4,86.8,88.0
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Race and Hispanic origin,9,"Other races, non-Hispanic",33,,2019,84.9,83.0,86.7
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Race and Hispanic origin,9,"Other races, non-Hispanic",33,,2020,79.9,77.5,82.2
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Race and Hispanic origin,9,"Other races, non-Hispanic",33,,2021,76.9,74.8,78.9
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Race and Hispanic origin,9,"Other races, non-Hispanic",33,,2022,79.9,77.9,81.8
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Race and Hispanic origin,9,"Other races, non-Hispanic",33,,2023,83.6,81.6,85.4
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Race and Hispanic origin,9,"Other races, non-Hispanic",33,,2024,83.4,81.6,85.0
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Sex,10,Female,34,,2019,89.6,88.9,90.2
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Sex,10,Female,34,,2020,87.5,86.8,88.2
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Sex,10,Female,34,,2021,86.8,86.2,87.5
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Sex,10,Female,34,,2022,87.7,87.0,88.4
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Sex,10,Female,34,,2023,89.3,88.7,89.9
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Sex,10,Female,34,,2024,90.1,89.5,90.7
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Sex,10,Male,35,,2019,79.8,79.0,80.7
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Sex,10,Male,35,,2020,78.9,78.0,79.9
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Sex,10,Male,35,,2021,77.5,76.6,78.4
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Sex,10,Male,35,,2022,78.8,77.9,79.7
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Sex,10,Male,35,,2023,79.5,78.6,80.4
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Sex,10,Male,35,,2024,80.0,79.1,80.8
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Sexual orientation,11,Bisexual,36,,2019,85.8,81.2,89.6
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Sexual orientation,11,Bisexual,36,,2020,80.8,75.0,85.7
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Sexual orientation,11,Bisexual,36,,2021,76.5,71.7,80.9
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Sexual orientation,11,Bisexual,36,,2022,84.1,80.5,87.4
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Sexual orientation,11,Bisexual,36,,2023,83.0,79.0,86.5
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Sexual orientation,11,Bisexual,36,,2024,82.5,78.8,85.8
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Sexual orientation,11,Gay or Lesbian,37,,2019,86.3,80.9,90.7
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Sexual orientation,11,Gay or Lesbian,37,,2020,84.5,79.5,88.7
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Sexual orientation,11,Gay or Lesbian,37,,2021,83.9,79.7,87.5
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Sexual orientation,11,Gay or Lesbian,37,,2022,83.4,79.1,87.1
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Sexual orientation,11,Gay or Lesbian,37,,2023,86.0,82.2,89.3
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Sexual orientation,11,Gay or Lesbian,37,,2024,86.6,82.6,90.0
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Sexual orientation,11,Straight,38,,2019,84.8,84.2,85.4
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Sexual orientation,11,Straight,38,,2020,83.4,82.7,84.0
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Sexual orientation,11,Straight,38,,2021,82.5,81.9,83.1
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Sexual orientation,11,Straight,38,,2022,83.5,82.9,84.1
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Sexual orientation,11,Straight,38,,2023,84.4,83.8,85.0
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Sexual orientation,11,Straight,38,,2024,85.2,84.6,85.7
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Veteran status,12,Veteran,39,,2019,91.6,90.3,92.9
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Veteran status,12,Veteran,39,,2020,89.2,87.7,90.6
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Veteran status,12,Veteran,39,,2021,88.4,86.8,89.9
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Veteran status,12,Veteran,39,,2022,89.6,88.0,91.0
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Veteran status,12,Veteran,39,,2023,90.3,88.8,91.7
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Veteran status,12,Veteran,39,,2024,90.8,89.4,92.1
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Veteran status,12,Non-veteran,40,,2019,84.2,83.7,84.8
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Veteran status,12,Non-veteran,40,,2020,82.7,82.1,83.4
Doctor visit among adults,,Healthcare system use,Demographic Characteristic,Veteran status,12,Non-veteran,40,,2021,81.8,81.2,82.4
